excel_sheet,excel_row,year,operation_name_raw,operation_name_canonical_candidate,source_url,source_url_normalized,matched_source_slug,matched_operation_slug,excel_agencies,excel_countries,excel_crime_types_detected,excel_crime_label_raw,wiki_agencies,wiki_countries,wiki_crime_types,review_status,review_note
sheet1_collect_urls,244,2023,(가칭)Operation IRS Scamcall,Operation IRS Scamcall,https://theprint.in/india/delhi-police-busts-international-cyber-crime-syndicate-in-operation-with-fbi-interpol/1631464/,https://theprint.in/india/delhi-police-busts-international-cyber-crime-syndicate-in-operation-with-fbi-interpol/1631464,,,"델리 경찰(Intelligence Fusion & Strategic Operations, IFSO), FBI, 인터폴","인도, 미국, 우간다",malware-ic,"사이버범죄, 신분사칭(미국 세무서, 사회보장국, 마약단속국 등 공무원 사칭), 사기(cheating), 갈취(extortion), 공모(criminal conspiracy), 신분도용(identity theft), 위장(impersonation)",,,,,
sheet1_collect_urls,263,2023,(가칭)Operation Hive Collapse,Operation Hive Collapse,https://www.europol.europa.eu/media-press/newsroom/news/cybercriminals-stung-hive-infrastructure-shut-down,https://europol.europa.eu/media-press/newsroom/news/cybercriminals-stung-hive-infrastructure-shut-down,2023-01-26_europol-europa-eu_cybercriminals-stung-as-hive-infrastructure-shut-down,,"FBI, 미국 법무부(DOJ), 유로폴(Europol), 독일 경찰, 네덜란드 경찰, 영국 국가범죄수사국(NCA), 미국 비밀경찰(US Secret Service), 캐나다, 프랑스, 루마니아, 리투아니아, 스웨덴, 노르웨이, 포르투갈, 스페인, 아일랜드 등","미국, 독일, 네덜란드, 영국, 캐나다, 프랑스, 루마니아, 리투아니아, 스웨덴, 노르웨이, 포르투갈, 스페인, 아일랜드 등","ransomware-ic, malware-ic","랜섬웨어, 데이터 암호화 및 갈취, 사이버범죄, 불법 금융거래, 시스템 침입, 조직적 범죄",,,,,
sheet1_collect_urls,264,2023,(가칭)Operation RansomCollective,Operation RansomCollective,https://www.sentinelone.com/blog/december-2023-cybercrime-update-extortion-trends-identity-focused-attacks-counter-operations/,https://sentinelone.com/blog/december-2023-cybercrime-update-extortion-trends-identity-focused-attacks-counter-operations,,,"FBI, 유로폴(Europol), 스페인 경찰, 미국 법무부(DOJ), 각국 경찰 및 수사기관","미국, 스페인, 우크라이나, 독일, 이탈리아, 아르헨티나, 칠레, 일본 등","ransomware-ic, malware-ic","랜섬웨어, 갈취, 신분도용, 데이터 절도, 불법 금융거래, 사이버범죄, 악성코드유포, 피싱, 협박, 시스템 침입, 조직적 범죄",,,,,
sheet1_collect_urls,306,2024,(가칭)Operation AI Sentinel,Operation AI Sentinel,https://thehackernews.com/2024/10/openai-blocks-20-global-malicious.html,https://thehackernews.com/2024/10/openai-blocks-20-global-malicious.html,,,"OpenAI, Meta(협조), 각국 사이버보안 기관(특정 기관 명시되지 않음)","미국, 이스라엘, 중국, 이란, 인도, 르완다, 유럽연합 등",malware-ic,"사이버범죄, 악성코드 개발, 피싱, 사회적 조작(소셜 엔지니어링), 허위정보(디스인포메이션), 선거 개입, 가짜 계정 생성, 불법 데이터 수집",,,,,
sheet1_collect_urls,307,2023,(가칭)Operation Genesis,Operation Genesis,https://rcmp.ca/en/gazette/rcmp-specialized-unit-combats-cybercrime-through-teamwork,https://rcmp.ca/en/gazette/rcmp-specialized-unit-combats-cybercrime-through-teamwork,,,"캐나다 왕립기마경찰(NC3), FBI, 28개 캐나다 법집행기관, 각국 법집행기관(18개국)","캐나다, 미국, 영국, 프랑스, 독일, 네덜란드, 스웨덴, 오스트레일리아, 뉴질랜드, 스위스, 폴란드, 체코, 덴마크, 노르웨이, 핀란드, 포르투갈, 루마니아, 에스토니아 등","ransomware-ic, malware-ic","온라인 범죄 시장 운영, 도용 신원 거래, 불법 계정 접근권 판매, 사기, 랜섬웨어 공격, 조직적 사이버범죄",,,,,
sheet1_collect_urls,320,2024,(가칭)Operation Ivanov Cutoff,Operation Ivanov Cutoff,https://therecord.media/cryptocurrency-exchanges-seizures-ivanov-sanctions-us-netherlands,https://therecord.media/cryptocurrency-exchanges-seizures-ivanov-sanctions-us-netherlands,,,"미국 재무부(OFAC, FinCEN), 미국 법무부(DOJ), 미국 국무부, 미국 비밀경찰(US Secret Service), 네덜란드 경찰, 네덜란드 재정정보조사서비스(FIOD)","미국, 네덜란드","ransomware-ic, malware-ic","자금세탁, 해킹 및 랜섬웨어 등 사이버범죄 자금 유통, 불법 금융거래, 신분도용, 카드 정보 유출(카딩), 불법 암호화폐 거래",,,,,
sheet1_collect_urls,324,2024,(가칭)Operation Rydox,Operation Rydox,https://cyberscoop.com/rydox-cybercriminal-marketplace-seized-doj-albania-kosovo/,https://cyberscoop.com/rydox-cybercriminal-marketplace-seized-doj-albania-kosovo,2024-12-12_cyberscoop-com_rydox-cybercriminal-marketplace-seized-doj-albania-kosovo,,"미국 연방수사국(FBI) 피츠버그 사무소, 알바니아 특별반부패기구(SPAK), 알바니아 국가수사국(BKH), 코소보 특별검찰청, 코소보 경찰, 말레이시아 왕립경찰","미국, 알바니아, 코소보, 말레이시아",malware-ic,"신분도용, 불법 금융거래, 자금세탁, 불법 소프트웨어 및 데이터 유통, 불법 접근장치 판매, 해킹 도구 판매",,,,,
sheet1_collect_urls,327,2023,(가칭)Operation ScamCamp,Operation ScamCamp,https://www.nytimes.com/2024/09/10/business/scammers-trafficking-cybercrime.html,https://nytimes.com/2024/09/10/business/scammers-trafficking-cybercrime.html,,,"각국 경찰(특히 아시아 및 아프리카), 인터폴, 비정부기구(NGO), 인터넷 서비스 제공자(ISP)","필리핀, 캄보디아, 라오스, 미얀마, 싱가포르, 타이, 베트남, 케냐, 우간다, 나이지리아 등",malware-ic,"컴퓨터사기, 인신매매, 연애 사기(로맨스 스캠), 피싱, 불법 체류, 강제 노동, 조직범죄",,,,,
sheet1_collect_urls,339,2024,(가칭)Operation Warzone RAT,Operation Warzone RAT,https://www.theguardian.com/australia-news/2024/feb/13/daniel-meli-arrest-malta-cybercrime-australia-trojan-software,https://theguardian.com/australia-news/2024/feb/13/daniel-meli-arrest-malta-cybercrime-australia-trojan-software,,,"몰타 경찰, 몰타 검찰청, 미국 법무부(DOJ), 미국 연방수사국(FBI), 호주 연방경찰(AFP), 기타 국제 협력기관","몰타, 미국, 호주",malware-ic,"불법 원격접속 트로이목마(RAT) 판매 및 유통, 불법 전자감청장치 판매, 컴퓨터 무단 침입 음모, 보호된 컴퓨터 권한 없이 손상, 사이버범죄 조직 가담",,,,,
sheet1_collect_urls,341,2024,(가칭)Operation 911 S5,Operation 911 S5,https://www.business-standard.com/world-news/man-suspected-of-operating-world-s-largest-ever-cybercrime-botnet-held-124053000064_1.html,https://business-standard.com/world-news/man-suspected-of-operating-world-s-largest-ever-cybercrime-botnet-held-124053000064_1.html,,,"미국 법무부(DOJ), 미국 연방수사국(FBI), 싱가포르 경찰, 태국 경찰, 기타 국제 법집행기관","미국, 싱가포르, 태국 등","csam-ic, malware-ic","신분도용, 아동 성착취, 금융사기, 불법 금융거래, 팬데믹 구제금융 사기, 컴퓨터 사기 및 사기 음모, 자금세탁 음모",,,,,
sheet1_collect_urls,353,2024,(가칭)Operation PopeyeTools,Operation PopeyeTools,https://thecyberexpress.com/justice-department-shuts-popeyetools-website/,https://thecyberexpress.com/justice-department-shuts-popeyetools-website,,,"미국 법무부, 미국 연방수사국(FBI), 영국 경찰, 말레이시아 경찰, 국제 협력기관","미국, 영국, 말레이시아, 아프가니스탄, 파키스탄(용의자 국적 포함)","ransomware-ic, malware-ic","신용카드 정보 절도, 신분도용, 불법 금융거래, 불법 접근장치 판매, 금융사기, 조직범죄, 랜섬웨어 등 사이버범죄",,,,,
sheet1_collect_urls,354,2024,(가칭)Operation Lusaka Scam,Operation Lusaka Scam,https://therecord.media/zambia-guilty-pleas-chinese-nationals-scam-call-center,https://therecord.media/zambia-guilty-pleas-chinese-nationals-scam-call-center,2024-06-05-therecord-zambia-golden-top-guilty-pleas,,"잠비아 마약단속위원회(DEC), 잠비아 경찰, 이민국, 반테러리즘 부서","잠비아, 중국, 카메룬, 싱가포르, 페루, 아랍에미리트, 아프리카 다수국(피해자 및 용의자 국적 포함)",malware-ic,"컴퓨터 관련 허위표시, 신분도용, 불법 네트워크 운영, 인터넷 사기, 온라인 사기, 자금세탁, 조직범죄",,,,,
sheet1_collect_urls,358,2022,(가칭)Operation JP Morgan,Operation JP Morgan,https://www.occrp.org/en/news/ransomware-kingpin-extradited-to-us-faces-decades-in-prison,https://occrp.org/en/news/ransomware-kingpin-extradited-to-us-faces-decades-in-prison,,,"미국 법무부, 미국 비밀경호국(USSS), FBI, 영국 국가범죄수사국(NCA), 스페인 경찰","영국, 미국, 스페인","ransomware-ic, malware-ic","랜섬웨어, 악성 광고, 악성코드유포, 신분도용, 자금세탁",,,,,
