excel_sheet,excel_row,year,operation_name_raw,operation_name_canonical_candidate,source_url,source_url_normalized,matched_source_slug,matched_operation_slug,excel_agencies,excel_countries,excel_crime_types_detected,excel_crime_label_raw,wiki_agencies,wiki_countries,wiki_crime_types,review_status,review_note
sheet1_collect_urls,88,2017,(가칭)Operation ASEAN Sweep,Operation ASEAN Sweep,https://www.freemalaysiatoday.com/category/nation/2017/04/24/interpol-finds-9000-compromised-websites,https://freemalaysiatoday.com/category/nation/2017/04/24/interpol-finds-9000-compromised-websites,2017-04-24_freemalaysiatoday-com_interpol-finds-9000-compromised-websites,,"Interpol, Trend Micro, Kaspersky Lab, Cyber Defense Institute, Booz Allen Hamilton, British Telecom, Fortinet, Palo Alto Networks, 인도네시아, 말레이시아, 미얀마, 필리핀, 싱가포르, 태국, 베트남 등 각국 경찰 및 사이버수사기관, 중국(정보 제공)","인도네시아, 말레이시아, 미얀마, 필리핀, 싱가포르, 태국, 베트남, 중국(정보 제공)","ransomware-ic, malware-ic","해킹, 악성코드유포, 랜섬웨어, DDoS공격, 스팸유포, 불법데이터유출, 컴퓨터사기, 피싱",,,,needs_manual_review,provisional_operation_name
sheet1_collect_urls,89,2017,(가칭)Operation WannaCry,Operation WannaCry,https://time.com/4781809/ransomware-attack-north-korea-wannacry/,https://time.com/4781809/ransomware-attack-north-korea-wannacry,,,"주요 보안기업(하우리랩스, 시만텍 등), FBI, 미국 정부, 기타 국제 보안기관","미국, 영국, 중국, 러시아, 이스라엘, 남한 등(전 세계적 피해 및 조사)","ransomware-ic, malware-ic",랜섬웨어,,,,needs_manual_review,provisional_operation_name
sheet1_collect_urls,94,2017,(가칭)Operation Fiji Fraud,Operation Fiji Fraud,https://www.arabnews.com/node/1141451/world,https://arabnews.com/node/1141451/world,,,"피지 경찰, 중국 경찰, 중국 대사관(수바)","피지, 중국",malware-ic,"컴퓨터사기, 불법온라인도박",,,,needs_manual_review,provisional_operation_name
sheet1_collect_urls,97,2018,(가칭)Operation MoneyTaker,Operation MoneyTaker,https://cyberscoop.com/money-taker-group-ib-banking-hack-russia/,https://cyberscoop.com/money-taker-group-ib-banking-hack-russia,,,"Group-IB(사이버보안기업), 피해 금융기관, 국제 로펌, 금융 소프트웨어 공급업체","미국, 영국, 러시아",malware-ic,"금융기관해킹, 은행사기, 정보유출, 자금탈취",,,,needs_manual_review,provisional_operation_name
sheet1_collect_urls,100,2017,(가칭)Operation QatarLeak,Operation QatarLeak,https://www.aljazeera.com/news/2017/6/7/qatar-reveals-preliminary-results-of-qna-hacking-probe,https://aljazeera.com/news/2017/6/7/qatar-reveals-preliminary-results-of-qna-hacking-probe,,,"카타르 내무부, 정부통신청(GCO), 미국 연방수사국(FBI), 영국 국가범죄수사위원회(National Commission for Combating Crime)","카타르, 미국, 영국",malware-ic,"사이버침입, 허위정보유포, 국가이미지훼손",,,,needs_manual_review,provisional_operation_name
sheet1_collect_urls,111,2018,(가칭)Operation Manila Gamble,Operation Manila Gamble,https://www.gmanetwork.com/news/topstories/metro/676254/15-chinese-nationals-arrested-for-illegal-online-gambling/story/,https://gmanetwork.com/news/topstories/metro/676254/15-chinese-nationals-arrested-for-illegal-online-gambling/story,,,"필리핀 국가수사국(NBI), 사이버범죄과, 디지털포렌식팀","필리핀, 중국",malware-ic,사이버도박,,,,needs_manual_review,provisional_operation_name
sheet1_collect_urls,112,2018,(가칭)Operation EagleNet,Operation EagleNet,https://www.vanguardngr.com/2018/06/efcc-fbi-partner-fight-cybercrime/,https://vanguardngr.com/2018/06/efcc-fbi-partner-fight-cybercrime,,,"EFCC(나이지리아 경제·금융범죄위원회), FBI(미국 연방수사국), EFCC 사이버범죄과","나이지리아, 미국",malware-ic,"금융사기, 부패",,,,needs_manual_review,provisional_operation_name
sheet1_collect_urls,121,2018,(가칭)Operation CardStorm,Operation CardStorm,https://www.bbc.com/news/uk-43893420,https://bbc.com/news/uk-43893420,bbc-banking-trojan-fraud-sentencing,,"영국 국가범죄수사국(National Crime Agency), FBI, 유럽 법집행기관","영국, 미국, 유럽(독일, 프랑스 등)",malware-ic,"신용카드정보도난및유통, 자금세탁, 컴퓨터사기, 범죄조직운영",,,,needs_manual_review,provisional_operation_name
sheet1_collect_urls,122,2018,(가칭)Operation Carbanak,Operation Carbanak,https://www.europol.europa.eu/media-press/newsroom/news/mastermind-behind-eur-1-billion-cyber-bank-robbery-arrested-in-spain,https://europol.europa.eu/media-press/newsroom/news/mastermind-behind-eur-1-billion-cyber-bank-robbery-arrested-in-spain,2018-03-01_europol-europa-eu_mastermind-behind-eur-1-billion-cyber-bank-robbery-arrested-in-spain,,"스페인 국가경찰(Spanish National Police), Europol, FBI, 루마니아 경찰, 벨라루스 경찰, 대만(중화민국) 관련 기관, 민간 사이버보안 기업(카스퍼스키 등)","스페인, 미국, 루마니아, 벨라루스, 대만(중화민국)",malware-ic,"금융기관해킹, 악성코드유포, 신용카드및은행계좌정보도난, 사기, 자금세탁, 범죄조직운영",,,,needs_manual_review,provisional_operation_name
sheet1_collect_urls,134,2018,(가칭)Operation Infraud,Operation Infraud,https://www.voanews.com/a/thais-arrest-alleged-russian-cybercrime-market-operator/4246130.html,https://voanews.com/a/thais-arrest-alleged-russian-cybercrime-market-operator/4246130.html,2018-02-07_voanews-com_4246130,,"미국 법무부, 미국 국토안보부, 태국 경찰, 프랑스 법집행기관, 영국 법집행기관, 이탈리아 법집행기관, 호주 법집행기관, 코소보 법집행기관, 세르비아 법집행기관","미국, 태국, 프랑스, 영국, 이탈리아, 호주, 코소보, 세르비아",malware-ic,"신용카드·데빗카드·은행계좌 정보 도난 및 유통, 불법 하드웨어 유통, 악성코드유포, 컴퓨터사기, 범죄조직운영",,,,needs_manual_review,provisional_operation_name
sheet1_collect_urls,135,2018,(가칭)Operation RexMundi,Operation RexMundi,https://www.europol.europa.eu/media-press/newsroom/news/french-coder-who-helped-extort-british-company-arrested-in-thailand,https://europol.europa.eu/media-press/newsroom/news/french-coder-who-helped-extort-british-company-arrested-in-thailand,2018-05-18_europol-europa-eu_french-coder-who-helped-extort-british-company-arrested-in-thailand,,"영국 런던 경찰(Metropolitan Police), 프랑스 국가경찰(High Tech Crime Unit), 태국 왕립경찰, Europol, J-CAT(유럽합동사이버범죄특별팀)","영국, 프랑스, 태국",malware-ic,"사이버협박, 데이터유출, 불법침입, 신용카드정보도난, 범죄조직운영",,,,needs_manual_review,provisional_operation_name
sheet1_collect_urls,147,2018,(가칭)Operation ATM Havoc,Operation ATM Havoc,https://www.thirdway.org/report/countering-the-cyber-enforcement-gap-strengthening-global-capacity-on-cybercrime,https://thirdway.org/report/countering-the-cyber-enforcement-gap-strengthening-global-capacity-on-cybercrime,,,"Europol, Europol Cybercrime Centre(EC3), Europol Joint Cybercrime Action Taskforce(J-CAT), 스페인 국립경찰, 미국 FBI, 루마니아 법집행기관, 몰도바 법집행기관, 벨라루스 법집행기관, 대만 법집행기관, 민간 사이버보안 기업","스페인, 미국, 루마니아, 몰도바, 벨라루스, 대만, 40개국 이상(피해 국가)",malware-ic,"악성코드유포, 금융기관해킹, ATM네트워크공격, 신용카드정보도난, 금융사기, 자금세탁",,,,needs_manual_review,provisional_operation_name
sheet1_collect_urls,150,2019,(가칭)Operation GozNym,Operation GozNym,https://www.eurojust.europa.eu/news/goznym-malware-cybercriminal-network-dismantled-international-operation,https://eurojust.europa.eu/news/goznym-malware-cybercriminal-network-dismantled-international-operation,,,"Europol, Eurojust, 미국 서부 펜실베이니아 연방검찰, FBI, 독일 뤼네부르크 경찰, 불가리아 조직범죄수사국, 조지아 내무부 및 검찰, 우크라이나 국가경찰 및 검찰, 몰도바 경찰 및 검찰","미국, 불가리아, 독일, 조지아, 몰도바, 우크라이나",malware-ic,"악성코드(GozNym) 유포, 피싱, 온라인 뱅킹 자격증명 도용, 은행계좌 불법 접근, 자금 절도, 자금세탁",,,,needs_manual_review,provisional_operation_name
sheet1_collect_urls,153,2019,(가칭)Operation Thallium Block,Operation Thallium Block,https://blogs.microsoft.com/on-the-issues/2019/12/30/microsoft-court-action-against-nation-state-cybercrime/,https://blogs.microsoft.com/on-the-issues/2019/12/30/microsoft-court-action-against-nation-state-cybercrime,,,"Microsoft Digital Crimes Unit(DCU), Microsoft Threat Intelligence Center(MSTIC), 미국 동부버지니아 연방지방법원","미국, 일본, 한국(피해 국가), 북한(공격자 추정 소재지)",malware-ic,"스피어 피싱, 악성코드유포, 계정 침해, 네트워크 보안 침해, 민감 정보 탈취",,,,needs_manual_review,provisional_operation_name
sheet1_collect_urls,160,2019,(가칭)Operation Manila 600,Operation Manila 600,https://www.scmp.com/news/asia/southeast-asia/article/3027741/more-320-chinese-arrested-philippines-illegal-online,https://scmp.com/news/asia/southeast-asia/article/3027741/more-320-chinese-arrested-philippines-illegal-online,,,"Philippines Bureau of Immigration, 현지 경찰, 중국 대사관","필리핀, 중국",malware-ic,"불법 온라인 도박, 컴퓨터사기, 투자 사기, 불법 취업, 불법 체류, 비자 위반, 자금세탁",,,,needs_manual_review,provisional_operation_name
sheet1_collect_urls,184,2020,(가칭)Operation Latvian Wash,Operation Latvian Wash,https://eng.lsm.lv/article/society/crime/latvian-police-played-leading-role-in-us-cybercrime-crackdown.a378200/,https://eng.lsm.lv/article/society/crime/latvian-police-played-leading-role-in-us-cybercrime-crackdown.a378200,,,"라트비아 경찰(State Police), FBI, 미국 법무부(Department of Justice), Europol","라트비아, 미국",malware-ic,"자금세탁, 불법 자금 이체, 신분 도용, 피싱, 해킹, 사이버 사기",,,,needs_manual_review,provisional_operation_name
sheet1_collect_urls,194,2020,(가칭)Operation Karachi Stalk,Operation Karachi Stalk,https://dailytimes.com.pk/676333/ae7-architect-george-girgis-behind-fake-accounts-cybercrime-network/#google_vignette,https://dailytimes.com.pk/676333/ae7-architect-george-girgis-behind-fake-accounts-cybercrime-network,,,"파키스탄 연방수사국(FIA), 트위터, 런던 메트로폴리탄 경찰, 두바이 경찰","파키스탄, 영국, 미국, 아랍에미리트(두바이)",malware-ic,"사이버 괴롭힘, 협박, 허위 계정 운영, 명예훼손, 사기, 신분 도용, 사이버 범죄(블랙메일, 허위 정보 유포 등)",,,,needs_manual_review,provisional_operation_name
sheet1_collect_urls,213,2021,(가칭)Operation DoubleVPN,Operation DoubleVPN,https://www.welivesecurity.com/2021/06/30/global-police-vpn-service-cybercriminals/,https://welivesecurity.com/2021/06/30/global-police-vpn-service-cybercriminals,,,"네덜란드 국가경찰, 유로폴(Europol), 유로저스트(Eurojust), 미국 연방수사국(FBI), 캐나다, 스웨덴, 독일, 스위스, 불가리아, 영국, 이탈리아 경찰 및 수사기관","네덜란드, 미국, 캐나다, 스웨덴, 독일, 스위스, 불가리아, 영국, 이탈리아","ransomware-ic, malware-ic","사이버범죄(랜섬웨어, 피싱, 신분도용, 불법 자금 유통 등), 불법 VPN 서비스 이용",,,,needs_manual_review,provisional_operation_name
sheet1_collect_urls,214,2021,(가칭)Operation TrickBot Witte,Operation TrickBot Witte,https://www.bloomberg.com/news/articles/2021-06-09/hacker-known-as-max-is-55-year-old-woman-from-russia-u-s-says,https://bloomberg.com/news/articles/2021-06-09/hacker-known-as-max-is-55-year-old-woman-from-russia-u-s-says,,,"미국 법무부, FBI, 국제 수사기관","미국, 러시아(용의자 국적)","ransomware-ic, malware-ic","사이버범죄, 랜섬웨어, Trickbot 멀웨어 유포, 신용카드 정보 유출 등",,,,needs_manual_review,provisional_operation_name
sheet1_collect_urls,215,2022,(가칭)Operation Black Axe,Operation Black Axe,https://therecord.media/us-arrests-33-bec-scammers-linked-to-nigerian-crime-syndicate,https://therecord.media/us-arrests-33-bec-scammers-linked-to-nigerian-crime-syndicate,,,"미국 연방수사국(FBI), 텍사스 주 경찰, 미국 법무부","미국, 나이지리아(범죄 조직 본부)",malware-ic,"사이버범죄, 비즈니스 이메일 위장 사기(BEC), 투자사기, 실업보험 사기, 온라인 연애사기, 자금세탁",,,,needs_manual_review,provisional_operation_name
sheet1_collect_urls,226,2022,(가칭)Operation Marketplace A,Operation Marketplace A,https://cyberscoop.com/igor-dekhtyarchuk-marketplace-a-indictment-doj-fbi/,https://cyberscoop.com/igor-dekhtyarchuk-marketplace-a-indictment-doj-fbi,2022-03-22_cyberscoop_igor-dekhtyarchuk-marketplace-a-indictment-doj-fbi,,"미국 법무부(DOJ), FBI, 동부 텍사스 연방검찰(EDTX), 라트비아 국가경찰(State Police of Latvia)","미국, 라트비아",malware-ic,"와이어 사기(wire fraud), 접근장치 사기(access device fraud), 중대한 신분도용(aggravated identity theft), 불법 접근장치 유통, 불법 접근장치 보유, 불법 접근장치 권유 등",,,,needs_manual_review,provisional_operation_name
sheet1_collect_urls,232,2022,(가칭)Operation Molo Sanction,Operation Molo Sanction,https://www.pressherald.com/2022/04/06/u-s-charges-russian-oligarch-dismantles-cybercrime-operation/,https://pressherald.com/2022/04/06/u-s-charges-russian-oligarch-dismantles-cybercrime-operation,,,"미국 법무부(DOJ), FBI, 미국 재무부, 유럽 각국 수사기관(협력)","미국, 유럽(협력기관 소재 국가)",malware-ic,"미국 정부 제재 위반, 사이버범죄(러시아 군사정보기관 주도), 불법 자금 세탁, 불법 이득 취득",,,,needs_manual_review,provisional_operation_name
sheet1_collect_urls,237,2022,(가칭)Operation Raccoon Sweep,Operation Raccoon Sweep,https://www.scworld.com/brief/cybercriminals-increasingly-using-caramel-credit-card-theft-service,https://scworld.com/brief/cybercriminals-increasingly-using-caramel-credit-card-theft-service,,,"미국 법무부(DOJ), FBI, 네덜란드 경찰, 이탈리아 경찰","미국, 네덜란드, 이탈리아",malware-ic,"사이버범죄, 컴퓨터 관련 사기 음모, 금융사기 음모, 자금세탁 음모, 중대한 신분도용, 불법 데이터 도용",,,,needs_manual_review,provisional_operation_name
sheet1_collect_urls,244,2023,(가칭)Operation IRS Scamcall,Operation IRS Scamcall,https://theprint.in/india/delhi-police-busts-international-cyber-crime-syndicate-in-operation-with-fbi-interpol/1631464/,https://theprint.in/india/delhi-police-busts-international-cyber-crime-syndicate-in-operation-with-fbi-interpol/1631464,,,"델리 경찰(Intelligence Fusion & Strategic Operations, IFSO), FBI, 인터폴","인도, 미국, 우간다",malware-ic,"사이버범죄, 신분사칭(미국 세무서, 사회보장국, 마약단속국 등 공무원 사칭), 사기(cheating), 갈취(extortion), 공모(criminal conspiracy), 신분도용(identity theft), 위장(impersonation)",,,,needs_manual_review,provisional_operation_name
sheet1_collect_urls,263,2023,(가칭)Operation Hive Collapse,Operation Hive Collapse,https://www.europol.europa.eu/media-press/newsroom/news/cybercriminals-stung-hive-infrastructure-shut-down,https://europol.europa.eu/media-press/newsroom/news/cybercriminals-stung-hive-infrastructure-shut-down,2023-01-26_europol-europa-eu_cybercriminals-stung-as-hive-infrastructure-shut-down,,"FBI, 미국 법무부(DOJ), 유로폴(Europol), 독일 경찰, 네덜란드 경찰, 영국 국가범죄수사국(NCA), 미국 비밀경찰(US Secret Service), 캐나다, 프랑스, 루마니아, 리투아니아, 스웨덴, 노르웨이, 포르투갈, 스페인, 아일랜드 등","미국, 독일, 네덜란드, 영국, 캐나다, 프랑스, 루마니아, 리투아니아, 스웨덴, 노르웨이, 포르투갈, 스페인, 아일랜드 등","ransomware-ic, malware-ic","랜섬웨어, 데이터 암호화 및 갈취, 사이버범죄, 불법 금융거래, 시스템 침입, 조직적 범죄",,,,needs_manual_review,provisional_operation_name
sheet1_collect_urls,264,2023,(가칭)Operation RansomCollective,Operation RansomCollective,https://www.sentinelone.com/blog/december-2023-cybercrime-update-extortion-trends-identity-focused-attacks-counter-operations/,https://sentinelone.com/blog/december-2023-cybercrime-update-extortion-trends-identity-focused-attacks-counter-operations,,,"FBI, 유로폴(Europol), 스페인 경찰, 미국 법무부(DOJ), 각국 경찰 및 수사기관","미국, 스페인, 우크라이나, 독일, 이탈리아, 아르헨티나, 칠레, 일본 등","ransomware-ic, malware-ic","랜섬웨어, 갈취, 신분도용, 데이터 절도, 불법 금융거래, 사이버범죄, 악성코드유포, 피싱, 협박, 시스템 침입, 조직적 범죄",,,,needs_manual_review,provisional_operation_name
sheet1_collect_urls,306,2024,(가칭)Operation AI Sentinel,Operation AI Sentinel,https://thehackernews.com/2024/10/openai-blocks-20-global-malicious.html,https://thehackernews.com/2024/10/openai-blocks-20-global-malicious.html,,,"OpenAI, Meta(협조), 각국 사이버보안 기관(특정 기관 명시되지 않음)","미국, 이스라엘, 중국, 이란, 인도, 르완다, 유럽연합 등",malware-ic,"사이버범죄, 악성코드 개발, 피싱, 사회적 조작(소셜 엔지니어링), 허위정보(디스인포메이션), 선거 개입, 가짜 계정 생성, 불법 데이터 수집",,,,needs_manual_review,provisional_operation_name
sheet1_collect_urls,307,2023,(가칭)Operation Genesis,Operation Genesis,https://rcmp.ca/en/gazette/rcmp-specialized-unit-combats-cybercrime-through-teamwork,https://rcmp.ca/en/gazette/rcmp-specialized-unit-combats-cybercrime-through-teamwork,,,"캐나다 왕립기마경찰(NC3), FBI, 28개 캐나다 법집행기관, 각국 법집행기관(18개국)","캐나다, 미국, 영국, 프랑스, 독일, 네덜란드, 스웨덴, 오스트레일리아, 뉴질랜드, 스위스, 폴란드, 체코, 덴마크, 노르웨이, 핀란드, 포르투갈, 루마니아, 에스토니아 등","ransomware-ic, malware-ic","온라인 범죄 시장 운영, 도용 신원 거래, 불법 계정 접근권 판매, 사기, 랜섬웨어 공격, 조직적 사이버범죄",,,,needs_manual_review,provisional_operation_name
sheet1_collect_urls,320,2024,(가칭)Operation Ivanov Cutoff,Operation Ivanov Cutoff,https://therecord.media/cryptocurrency-exchanges-seizures-ivanov-sanctions-us-netherlands,https://therecord.media/cryptocurrency-exchanges-seizures-ivanov-sanctions-us-netherlands,,,"미국 재무부(OFAC, FinCEN), 미국 법무부(DOJ), 미국 국무부, 미국 비밀경찰(US Secret Service), 네덜란드 경찰, 네덜란드 재정정보조사서비스(FIOD)","미국, 네덜란드","ransomware-ic, malware-ic","자금세탁, 해킹 및 랜섬웨어 등 사이버범죄 자금 유통, 불법 금융거래, 신분도용, 카드 정보 유출(카딩), 불법 암호화폐 거래",,,,needs_manual_review,provisional_operation_name
sheet1_collect_urls,324,2024,(가칭)Operation Rydox,Operation Rydox,https://cyberscoop.com/rydox-cybercriminal-marketplace-seized-doj-albania-kosovo/,https://cyberscoop.com/rydox-cybercriminal-marketplace-seized-doj-albania-kosovo,2024-12-12_cyberscoop-com_rydox-cybercriminal-marketplace-seized-doj-albania-kosovo,,"미국 연방수사국(FBI) 피츠버그 사무소, 알바니아 특별반부패기구(SPAK), 알바니아 국가수사국(BKH), 코소보 특별검찰청, 코소보 경찰, 말레이시아 왕립경찰","미국, 알바니아, 코소보, 말레이시아",malware-ic,"신분도용, 불법 금융거래, 자금세탁, 불법 소프트웨어 및 데이터 유통, 불법 접근장치 판매, 해킹 도구 판매",,,,needs_manual_review,provisional_operation_name
sheet1_collect_urls,327,2023,(가칭)Operation ScamCamp,Operation ScamCamp,https://www.nytimes.com/2024/09/10/business/scammers-trafficking-cybercrime.html,https://nytimes.com/2024/09/10/business/scammers-trafficking-cybercrime.html,,,"각국 경찰(특히 아시아 및 아프리카), 인터폴, 비정부기구(NGO), 인터넷 서비스 제공자(ISP)","필리핀, 캄보디아, 라오스, 미얀마, 싱가포르, 타이, 베트남, 케냐, 우간다, 나이지리아 등",malware-ic,"컴퓨터사기, 인신매매, 연애 사기(로맨스 스캠), 피싱, 불법 체류, 강제 노동, 조직범죄",,,,needs_manual_review,provisional_operation_name
sheet1_collect_urls,339,2024,(가칭)Operation Warzone RAT,Operation Warzone RAT,https://www.theguardian.com/australia-news/2024/feb/13/daniel-meli-arrest-malta-cybercrime-australia-trojan-software,https://theguardian.com/australia-news/2024/feb/13/daniel-meli-arrest-malta-cybercrime-australia-trojan-software,,,"몰타 경찰, 몰타 검찰청, 미국 법무부(DOJ), 미국 연방수사국(FBI), 호주 연방경찰(AFP), 기타 국제 협력기관","몰타, 미국, 호주",malware-ic,"불법 원격접속 트로이목마(RAT) 판매 및 유통, 불법 전자감청장치 판매, 컴퓨터 무단 침입 음모, 보호된 컴퓨터 권한 없이 손상, 사이버범죄 조직 가담",,,,needs_manual_review,provisional_operation_name
sheet1_collect_urls,341,2024,(가칭)Operation 911 S5,Operation 911 S5,https://www.business-standard.com/world-news/man-suspected-of-operating-world-s-largest-ever-cybercrime-botnet-held-124053000064_1.html,https://business-standard.com/world-news/man-suspected-of-operating-world-s-largest-ever-cybercrime-botnet-held-124053000064_1.html,,,"미국 법무부(DOJ), 미국 연방수사국(FBI), 싱가포르 경찰, 태국 경찰, 기타 국제 법집행기관","미국, 싱가포르, 태국 등","csam-ic, malware-ic","신분도용, 아동 성착취, 금융사기, 불법 금융거래, 팬데믹 구제금융 사기, 컴퓨터 사기 및 사기 음모, 자금세탁 음모",,,,needs_manual_review,provisional_operation_name
sheet1_collect_urls,353,2024,(가칭)Operation PopeyeTools,Operation PopeyeTools,https://thecyberexpress.com/justice-department-shuts-popeyetools-website/,https://thecyberexpress.com/justice-department-shuts-popeyetools-website,,,"미국 법무부, 미국 연방수사국(FBI), 영국 경찰, 말레이시아 경찰, 국제 협력기관","미국, 영국, 말레이시아, 아프가니스탄, 파키스탄(용의자 국적 포함)","ransomware-ic, malware-ic","신용카드 정보 절도, 신분도용, 불법 금융거래, 불법 접근장치 판매, 금융사기, 조직범죄, 랜섬웨어 등 사이버범죄",,,,needs_manual_review,provisional_operation_name
